# DocID, SentenceNr, SenTokenPos, DocTokenPos, SenCharOnset(incl), SenCharOffset(excl), DocCharOnset(incl), DocCharOffset(excl), Text
244, 1, 1, 1, 0, 11, 0, 11, "Ginsenoside"
244, 1, 2, 2, 12, 14, 12, 14, "Rg"
244, 1, 3, 3, 14, 15, 14, 15, "1"
244, 1, 4, 4, 16, 24, 16, 24, "Promotes"
244, 1, 5, 5, 25, 28, 25, 28, "the"
244, 1, 6, 6, 29, 38, 29, 38, "Migration"
244, 1, 7, 7, 39, 41, 39, 41, "of"
244, 1, 8, 8, 42, 51, 42, 51, "Olfactory"
244, 1, 9, 9, 52, 63, 52, 63, "Ensheathing"
244, 1, 10, 10, 64, 69, 64, 69, "Cells"
244, 1, 11, 11, 70, 73, 70, 73, "via"
244, 1, 12, 12, 74, 77, 74, 77, "the"
244, 1, 13, 13, 78, 80, 78, 80, "PI"
244, 1, 14, 14, 80, 81, 80, 81, "3"
244, 1, 15, 15, 81, 82, 81, 82, "K"
244, 1, 16, 16, 82, 83, 82, 83, "/"
244, 1, 17, 17, 83, 86, 83, 86, "Akt"
244, 1, 18, 18, 87, 94, 87, 94, "Pathway"
244, 1, 19, 19, 95, 97, 95, 97, "to"
244, 1, 20, 20, 98, 104, 98, 104, "Repair"
244, 1, 21, 21, 105, 108, 105, 108, "Rat"
244, 1, 22, 22, 109, 115, 109, 115, "Spinal"
244, 1, 23, 23, 116, 120, 116, 120, "Cord"
244, 1, 24, 24, 121, 127, 121, 127, "Injury"
244, 1, 25, 25, 129, 132, 129, 132, "The"
244, 1, 26, 26, 133, 136, 133, 136, "aim"
244, 1, 27, 27, 137, 139, 137, 139, "of"
244, 1, 28, 28, 140, 144, 140, 144, "this"
244, 1, 29, 29, 145, 150, 145, 150, "study"
244, 1, 30, 30, 151, 154, 151, 154, "was"
244, 1, 31, 31, 155, 157, 155, 157, "to"
244, 1, 32, 32, 158, 167, 158, 167, "determine"
244, 1, 33, 33, 168, 171, 168, 171, "the"
244, 1, 34, 34, 172, 179, 172, 179, "effects"
244, 1, 35, 35, 180, 182, 180, 182, "of"
244, 1, 36, 36, 183, 194, 183, 194, "ginsenoside"
244, 1, 37, 37, 195, 197, 195, 197, "Rg"
244, 1, 38, 38, 197, 198, 197, 198, "1"
244, 1, 39, 39, 199, 201, 199, 201, "on"
